Date,Price,Open,High,Low,Vol.,Change %
10-07-2018,"30,528","30,650","30,655","30,404",7.19,-0.29%
09-07-2018,"30,617","30,611","30,778","30,600",6.68,0.19%
06-07-2018,"30,560","30,737","30,737","30,546",4.71,-0.29%
05-07-2018,"30,650","30,617","30,718","30,545",6.09,0.12%
04-07-2018,"30,614","30,561","30,650","30,531",4.97,0.40%
03-07-2018,"30,493","30,321","30,573","30,244",8.76,0.67%
02-07-2018,"30,289","30,399","30,518","30,270",7.1,-0.47%
29-06-2018,"30,432","30,460","30,505","30,356",7.64,-0.25%
28-06-2018,"30,508","30,669","30,689","30,475",6.58,-0.61%
27-06-2018,"30,695","30,530","30,720","30,516",7.86,0.46%
26-06-2018,"30,554","30,628","30,641","30,452",7.4,-0.34%
25-06-2018,"30,657","30,655","30,738","30,621",5.02,0.15%
22-06-2018,"30,610","30,567","30,656","30,551",5.74,-0.02%
21-06-2018,"30,616","30,750","30,750","30,515",8.1,-0.54%
20-06-2018,"30,781","30,870","30,885","30,757",5.68,-0.36%
19-06-2018,"30,891","31,035","31,098","30,875",8.65,-0.27%
18-06-2018,"30,974","30,975","31,026","30,929",5.98,-0.12%
15-06-2018,"31,010","31,393","31,424","30,958",11.93,-1.17%
14-06-2018,"31,377","31,192","31,418","31,192",8.68,0.75%
13-06-2018,"31,143","31,141","31,187","31,107",4,-0.04%
12-06-2018,"31,156","31,173","31,208","31,075",6.34,-0.19%
11-06-2018,"31,216","31,186","31,260","31,075",6.22,0.00%
08-06-2018,"31,215","31,153","31,334","31,060",6.71,0.07%
07-06-2018,"31,193","30,950","31,216","30,943",8.32,1.08%
06-06-2018,"30,861","30,981","31,024","30,840",6.27,0.73%
05-06-2018,"30,637","30,670","30,680","30,600",0.02,-0.16%
04-06-2018,"30,685","30,700","30,704","30,540",0.05,0.46%
01-06-2018,"30,546","30,704","30,777","30,500",1.05,-0.92%
31-05-2018,"30,831","31,066","31,113","30,785",6.31,-0.66%
30-05-2018,"31,035","31,150","31,150","30,926",8.56,-0.49%
29-05-2018,"31,188","31,050","31,325","31,025",11.2,0.73%
28-05-2018,"30,963","31,150","31,150","30,888",7.13,-0.72%
25-05-2018,"31,189","31,370","31,428","31,165",8.56,-0.91%
24-05-2018,"31,474","31,258","31,510","31,238",8.91,0.93%
23-05-2018,"31,183","31,125","31,389","31,095",10.47,0.24%
22-05-2018,"31,108","31,100","31,160","30,990",6.71,-0.01%
21-05-2018,"31,112","31,040","31,127","30,912",6.77,0.07%
18-05-2018,"31,091","30,944","31,110","30,944",6.1,0.36%
17-05-2018,"30,978","30,976","30,995","30,851",7.91,-0.06%
16-05-2018,"30,997","31,160","31,160","30,925",8.68,-0.57%
15-05-2018,"31,175","31,450","31,516","31,161",11.82,-1.04%
14-05-2018,"31,504","31,450","31,579","31,384",6.24,-0.04%
11-05-2018,"31,518","31,380","31,570","31,363",6.91,0.49%
10-05-2018,"31,365","31,353","31,487","31,241",9.92,0.18%
09-05-2018,"31,309","31,250","31,375","31,163",9.17,0.32%
08-05-2018,"31,210","31,228","31,252","31,078",8.2,-0.15%
07-05-2018,"31,258","31,150","31,310","31,150",6.74,0.46%
04-05-2018,"31,114","31,020","31,139","30,990",6.8,0.22%
03-05-2018,"31,046","30,941","31,122","30,878",8.82,0.39%
02-05-2018,"30,925","31,014","31,014","30,901",7.05,-0.01%
01-05-2018,"30,929","30,950","30,971","30,865",5.12,-0.34%
30-04-2018,"31,036","31,170","31,170","30,925",9.3,-0.56%
27-04-2018,"31,211","31,166","31,277","31,126",5.43,-0.13%
26-04-2018,"31,252","31,332","31,372","31,183",7.4,-0.49%
25-04-2018,"31,406","31,417","31,430","31,329",6.6,0.11%
24-04-2018,"31,372","31,257","31,395","31,203",7.11,0.30%
23-04-2018,"31,277","31,370","31,385","31,211",7.65,-0.49%
20-04-2018,"31,432","31,522","31,564","31,396",6.4,-0.53%
19-04-2018,"31,598","31,567","31,620","31,430",7.68,0.20%
18-04-2018,"31,534","31,350","31,591","31,291",8.62,0.48%
17-04-2018,"31,383","31,272","31,396","31,190",9.24,0.27%
16-04-2018,"31,298","31,200","31,355","31,155",8.14,0.58%
13-04-2018,"31,118","31,031","31,185","30,870",8.39,0.37%
12-04-2018,"31,002","31,306","31,335","30,965",10.88,-1.13%
11-04-2018,"31,355","30,950","31,562","30,931",13.41,1.47%
10-04-2018,"30,900","30,701","30,936","30,675",7.42,0.46%
09-04-2018,"30,759","30,659","30,779","30,642",6.7,0.21%
06-04-2018,"30,694","30,640","30,749","30,500",11.83,0.72%
05-04-2018,"30,476","30,650","30,700","30,350",0.02,-0.80%
04-04-2018,"30,722","30,765","30,970","30,550",0.06,0.29%
03-04-2018,"30,634","30,681","30,899","30,582",0.3,-0.96%
02-04-2018,"30,931","30,545","30,995","30,521",1.75,1.72%
29-03-2018,"30,408","30,546","30,550","30,378",2.57,-0.37%
28-03-2018,"30,521","30,775","30,775","30,500",7.55,-0.58%
27-03-2018,"30,699","30,864","30,904","30,664",10.55,-0.66%
26-03-2018,"30,902","30,855","30,929","30,760",7.56,-0.02%
23-03-2018,"30,907","30,625","30,950","30,625",10.93,1.36%
22-03-2018,"30,493","30,530","30,615","30,465",9.25,0.14%
21-03-2018,"30,449","30,270","30,525","30,251",9.82,0.61%
20-03-2018,"30,263","30,351","30,356","30,185",9.26,-0.51%
19-03-2018,"30,418","30,180","30,439","30,095",9.87,0.64%
16-03-2018,"30,224","30,255","30,349","30,145",9.01,-0.25%
15-03-2018,"30,299","30,433","30,473","30,264",7.75,-0.35%
14-03-2018,"30,405","30,420","30,546","30,356",8.37,0.09%
13-03-2018,"30,377","30,322","30,409","30,237",9.86,0.15%
12-03-2018,"30,332","30,403","30,427","30,267",6.41,-0.23%
09-03-2018,"30,401","30,384","30,470","30,280",9.75,-0.09%
08-03-2018,"30,429","30,477","30,546","30,396",7.26,-0.15%
07-03-2018,"30,474","30,650","30,650","30,394",8.2,-0.32%
06-03-2018,"30,573","30,397","30,687","30,362",9.73,0.73%
05-03-2018,"30,352","30,460","30,548","30,341",6.15,-0.32%
02-03-2018,"30,448","30,250","30,528","30,250",4.87,0.94%
01-03-2018,"30,165","30,320","30,320","30,119",7.91,-0.70%
28-02-2018,"30,379","30,310","30,446","30,287",7.48,0.28%
27-02-2018,"30,295","30,540","30,610","30,272",9.75,-0.77%
26-02-2018,"30,531","30,526","30,644","30,501",6.99,0.07%
23-02-2018,"30,509","30,501","30,525","30,427",5.68,-0.21%
22-02-2018,"30,573","30,459","30,590","30,400",7.36,0.32%
21-02-2018,"30,476","30,451","30,539","30,387",7.87,-0.18%
20-02-2018,"30,532","30,629","30,774","30,511",9.45,-0.68%
19-02-2018,"30,742","30,763","30,792","30,725",4.28,-0.24%
16-02-2018,"30,816","30,650","30,839","30,650",9.08,0.78%
15-02-2018,"30,579","30,641","30,681","30,531",8.33,-0.15%
14-02-2018,"30,624","30,250","30,687","30,043",11.44,1.34%
13-02-2018,"30,218","30,200","30,250","30,102",3.23,0.22%
12-02-2018,"30,152","30,118","30,178","30,030",5.84,0.48%
09-02-2018,"30,009","30,055","30,102","29,891",9.13,-0.33%
08-02-2018,"30,107","29,950","30,173","29,805",9.85,0.37%
07-02-2018,"29,995","30,223","30,250","29,972",8.27,-0.64%
06-02-2018,"30,187","30,350","30,714","30,165",11.15,-0.25%
05-02-2018,"30,262","30,420","30,420","30,222",0.29,-0.35%
02-02-2018,"30,367","30,660","30,720","30,244",0.77,-0.45%
01-02-2018,"30,505","30,189","30,570","30,041",1.54,1.29%
31-01-2018,"30,117","30,069","30,167","30,052",5.95,0.22%
30-01-2018,"30,052","29,978","30,170","29,954",8.58,-0.03%
29-01-2018,"30,060","30,150","30,150","29,980",6.91,-0.99%
25-01-2018,"30,361","30,300","30,464","30,170",7.04,0.37%
24-01-2018,"30,249","29,935","30,291","29,916",9.18,1.13%
23-01-2018,"29,911","29,873","29,932","29,781",6.74,0.26%
22-01-2018,"29,834","29,699","29,863","29,699",7.06,0.27%
19-01-2018,"29,755","29,601","29,780","29,595",5.57,0.37%
18-01-2018,"29,645","29,650","29,700","29,550",6.35,-0.38%
17-01-2018,"29,757","29,801","29,829","29,680",6.27,-0.22%
16-01-2018,"29,822","29,799","29,850","29,740",7.66,0.24%
15-01-2018,"29,752","29,600","29,779","29,600",5.5,0.69%
12-01-2018,"29,547","29,450","29,580","29,420",8.19,0.53%
11-01-2018,"29,390","29,309","29,406","29,293",6.58,0.23%
10-01-2018,"29,324","29,135","29,430","29,121",10.08,0.58%
09-01-2018,"29,156","29,258","29,267","29,140",6.24,-0.36%
08-01-2018,"29,261","29,193","29,299","29,165",5.64,0.15%
05-01-2018,"29,217","29,250","29,284","29,155",5.81,-0.04%
04-01-2018,"29,230","29,187","29,245","29,061",7.36,0.02%
03-01-2018,"29,225","29,193","29,270","29,165",5.89,0.22%
02-01-2018,"29,162","29,150","29,225","29,111",5.17,0.13%
01-01-2018,"29,123","29,160","29,184","29,101",1.47,-0.11%
29-12-2017,"29,156","29,030","29,175","28,955",6.9,0.50%
28-12-2017,"29,012","28,970","29,078","28,910",6.11,0.24%
27-12-2017,"28,942","28,805","28,959","28,805",5.53,0.39%
26-12-2017,"28,829","28,676","28,839","28,676",3.6,0.61%
22-12-2017,"28,653","28,484","28,666","28,465",5.38,0.53%
21-12-2017,"28,501","28,502","28,550","28,433",5.25,0.03%
20-12-2017,"28,493","28,452","28,524","28,438",5.02,0.31%
19-12-2017,"28,405","28,462","28,494","28,374",4.82,-0.23%
18-12-2017,"28,470","28,358","28,490","28,291",4.96,0.76%
15-12-2017,"28,254","28,273","28,399","28,205",5.29,-0.22%
14-12-2017,"28,317","28,365","28,429","28,221",6.59,0.43%
13-12-2017,"28,195","28,200","28,254","28,102",5.28,0.19%
12-12-2017,"28,142","28,365","28,368","28,055",7.64,-0.72%
11-12-2017,"28,347","28,535","28,535","28,334",6.26,-0.65%
08-12-2017,"28,533","28,650","28,650","28,471",7.47,-0.47%
07-12-2017,"28,667","28,916","28,924","28,653",7.41,-1.04%
06-12-2017,"28,967","28,960","29,046","28,931",5.83,0.12%
05-12-2017,"28,932","29,068","29,109","28,800",0.01,-0.33%
04-12-2017,"29,027","29,029","29,187","29,000",0.05,-0.62%
01-12-2017,"29,209","29,099","29,269","29,040",0.89,0.68%
30-11-2017,"29,012","29,205","29,276","28,950",5.67,-0.72%
29-11-2017,"29,223","29,438","29,457","29,200",6.74,-0.58%
28-11-2017,"29,393","29,480","29,489","29,368",6.05,-0.35%
27-11-2017,"29,497","29,430","29,533","29,410",6.58,0.40%
24-11-2017,"29,380","29,507","29,527","29,367",4.96,-0.20%
23-11-2017,"29,439","29,515","29,533","29,410",4.72,-0.31%
22-11-2017,"29,530","29,324","29,549","29,285",6.69,0.62%
21-11-2017,"29,347","29,408","29,440","29,276",7.2,-0.08%
20-11-2017,"29,370","29,646","29,725","29,344",8,-1.08%
17-11-2017,"29,690","29,420","29,725","29,351",7.75,0.63%
16-11-2017,"29,503","29,501","29,536","29,445",5.56,-0.07%
15-11-2017,"29,525","29,600","29,745","29,500",7.98,-0.33%
14-11-2017,"29,622","29,502","29,662","29,427",8.74,0.04%
13-11-2017,"29,611","29,482","29,624","29,463",5.65,0.41%
10-11-2017,"29,491","29,625","29,696","29,466",7.66,-0.57%
09-11-2017,"29,661","29,467","29,687","29,454",8.45,0.43%
08-11-2017,"29,535","29,474","29,583","29,420",6.89,0.33%
07-11-2017,"29,437","29,318","29,470","29,316",7.34,0.32%
06-11-2017,"29,344","29,200","29,372","29,109",6.47,0.88%
03-11-2017,"29,088","29,253","29,280","29,069",7.07,-0.53%
02-11-2017,"29,244","29,214","29,370","29,200",7.47,0.08%
01-11-2017,"29,221","29,150","29,342","29,090",8.77,0.23%
31-10-2017,"29,153","29,330","29,368","29,136",8.31,-0.79%
30-10-2017,"29,384","29,295","29,410","29,229",6.01,0.23%
27-10-2017,"29,318","29,250","29,340","29,209",7.35,0.16%
26-10-2017,"29,270","29,393","29,470","29,242",8.3,-0.42%
25-10-2017,"29,394","29,463","29,472","29,306",8.92,-0.50%
24-10-2017,"29,541","29,571","29,574","29,467",6.51,0.01%
23-10-2017,"29,537","29,500","29,591","29,384",6.62,-0.06%
20-10-2017,"29,554","29,572","29,637","29,535",2.64,-0.42%
19-10-2017,"29,679","29,631","29,697","29,612",1.52,0.38%
18-10-2017,"29,568","29,647","29,677","29,522",4.73,-0.10%
17-10-2017,"29,598","29,810","29,810","29,570",7.48,-0.86%
16-10-2017,"29,854","29,839","29,955","29,813",6.2,0.01%
13-10-2017,"29,851","29,805","29,868","29,720",8.19,0.12%
12-10-2017,"29,814","29,775","29,900","29,710",6.81,0.36%
11-10-2017,"29,707","29,780","29,822","29,690",6.1,-0.40%
10-10-2017,"29,825","29,780","29,859","29,751",7.04,0.31%
09-10-2017,"29,732","29,698","29,772","29,664",5.83,0.54%
06-10-2017,"29,573","29,361","29,598","29,312",10.41,0.80%
05-10-2017,"29,337","29,367","29,430","29,310",0.08,0.16%
04-10-2017,"29,290","29,413","29,455","29,260",0.31,-0.22%
03-10-2017,"29,355","29,500","29,500","29,300",1.05,-0.68%
29-09-2017,"29,557","29,604","29,671","29,526",7.79,-0.17%
28-09-2017,"29,608","29,663","29,686","29,522",8.43,-0.17%
27-09-2017,"29,658","29,840","29,928","29,626",9.28,-0.72%
26-09-2017,"29,872","30,100","30,169","29,780",11.18,-0.56%
25-09-2017,"30,039","29,510","30,129","29,510",10.18,1.53%
22-09-2017,"29,585","29,650","29,746","29,556",8.58,0.07%
21-09-2017,"29,564","29,555","29,623","29,443",11.62,-0.71%
20-09-2017,"29,774","29,693","29,799","29,680",7.92,0.52%
19-09-2017,"29,621","29,566","29,682","29,546",8.62,0.25%
18-09-2017,"29,547","29,820","29,820","29,538",9.04,-1.03%
15-09-2017,"29,856","30,022","30,040","29,825",9.54,-0.51%
14-09-2017,"30,010","29,807","30,050","29,765",11.1,0.41%
13-09-2017,"29,886","29,999","30,058","29,820",9.71,-0.19%
12-09-2017,"29,943","29,911","29,971","29,820",8.28,0.03%
11-09-2017,"29,933","30,200","30,200","29,917",7.59,-1.11%
08-09-2017,"30,268","30,382","30,474","30,210",10.51,-0.05%
07-09-2017,"30,282","30,076","30,368","30,055",10.83,0.69%
06-09-2017,"30,075","30,245","30,286","30,035",9.03,-0.49%
05-09-2017,"30,223","30,178","30,243","29,955",12.05,0.39%
04-09-2017,"30,105","30,011","30,267","30,011",8.89,0.95%
01-09-2017,"29,823","29,735","29,880","29,688",9.75,0.26%
31-08-2017,"29,745","29,500","29,767","29,412",10.31,0.64%
30-08-2017,"29,555","29,641","29,641","29,466",10.39,-0.36%
29-08-2017,"29,662","29,550","29,937","29,550",13.13,0.54%
28-08-2017,"29,503","29,195","29,518","29,173",10.8,1.15%
25-08-2017,"29,167","29,096","29,224","28,777",7.63,0.23%
24-08-2017,"29,099","29,142","29,182","29,046",7.54,-0.22%
23-08-2017,"29,164","29,106","29,214","29,074",8.27,0.20%
22-08-2017,"29,105","29,238","29,238","29,036",10.05,-0.61%
21-08-2017,"29,283","29,125","29,314","29,079",9.85,0.41%
18-08-2017,"29,163","29,170","29,443","29,075",13.29,0.04%
17-08-2017,"29,151","29,050","29,229","29,050",9.18,0.69%
16-08-2017,"28,952","28,950","28,970","28,800",9.71,-0.44%
14-08-2017,"29,080","29,114","29,163","29,023",7.63,-0.42%
11-08-2017,"29,203","29,199","29,295","29,071",10.91,0.09%
10-08-2017,"29,176","28,900","29,223","28,900",11.25,1.15%
09-08-2017,"28,844","28,520","28,865","28,520",10.51,1.64%
08-08-2017,"28,379","28,462","28,529","28,300",8.52,-0.27%
07-08-2017,"28,457","28,389","28,488","28,372",5.2,-0.41%
04-08-2017,"28,573","28,487","28,666","28,435",0.09,0.30%
03-08-2017,"28,487","28,383","28,499","28,300",0.07,0.18%
02-08-2017,"28,437","28,420","28,509","28,400",0.41,0.12%
01-08-2017,"28,404","28,521","28,569","28,350",1.03,-0.54%
31-07-2017,"28,557","28,473","28,620","28,467",5.8,-0.08%
28-07-2017,"28,580","28,477","28,595","28,395",7.42,0.37%
27-07-2017,"28,476","28,600","28,607","28,367",9.93,0.32%
26-07-2017,"28,384","28,400","28,403","28,304",7.81,-0.33%
25-07-2017,"28,478","28,538","28,579","28,392",9.36,-0.13%
24-07-2017,"28,516","28,563","28,610","28,500",7.13,-0.09%
21-07-2017,"28,541","28,327","28,559","28,283",7.65,0.74%
20-07-2017,"28,331","28,217","28,380","28,131",10.72,0.29%
19-07-2017,"28,250","28,255","28,260","28,121",8.18,-0.01%
18-07-2017,"28,253","28,138","28,285","28,125",8.88,0.47%
17-07-2017,"28,120","28,050","28,143","28,025",8.85,0.44%
14-07-2017,"27,996","27,823","28,073","27,771",10.35,0.57%
13-07-2017,"27,837","27,950","27,957","27,812",7.67,-0.05%
12-07-2017,"27,851","27,915","27,977","27,802",9.29,0.06%
11-07-2017,"27,834","27,742","27,870","27,678",8.99,0.14%
10-07-2017,"27,794","27,732","27,820","27,603",11.05,0.04%
07-07-2017,"27,784","28,050","28,118","27,724",13.7,-1.18%
06-07-2017,"28,116","28,170","28,188","28,092",8.58,0.03%
05-07-2017,"28,107","28,170","28,191","28,005",11.93,-0.03%
04-07-2017,"28,115","28,073","28,213","28,073",7.97,0.10%
03-07-2017,"28,086","28,421","28,421","28,067",13.17,-1.24%
30-06-2017,"28,439","28,609","28,609","28,405",9.16,-0.59%
29-06-2017,"28,608","28,623","28,629","28,431",10.7,0.14%
28-06-2017,"28,567","28,610","28,725","28,508",9.94,0.05%
27-06-2017,"28,553","28,480","28,648","28,473",9.56,0.15%
26-06-2017,"28,510","28,450","28,527","28,350",5.24,-0.78%
23-06-2017,"28,734","28,683","28,820","28,680",7.13,0.37%
22-06-2017,"28,629","28,645","28,749","28,620",7.35,0.18%
21-06-2017,"28,577","28,590","28,634","28,448",8.44,0.18%
20-06-2017,"28,526","28,533","28,599","28,487",8.39,-0.06%
19-06-2017,"28,542","28,650","28,650","28,526",7.62,-0.52%
16-06-2017,"28,690","28,770","28,799","28,675",6.66,-0.27%
15-06-2017,"28,768","28,950","28,950","28,705",10.43,-0.90%
14-06-2017,"29,030","29,050","29,087","28,880",9.73,0.30%
13-06-2017,"28,944","28,987","28,991","28,810",8.36,-0.17%
12-06-2017,"28,993","28,951","29,049","28,930",8.85,-0.09%
09-06-2017,"29,019","29,101","29,101","28,905",9.19,-0.38%
08-06-2017,"29,131","29,350","29,405","29,020",11.5,-1.05%
07-06-2017,"29,440","29,524","29,544","29,388",9.48,-0.43%
06-06-2017,"29,567","29,280","29,585","29,280",10.75,1.87%
05-06-2017,"29,024","29,074","29,080","28,953",0.04,0.53%
02-06-2017,"28,871","28,629","28,905","28,600",0.11,0.76%
01-06-2017,"28,652","28,770","28,777","28,550",0.81,-0.66%
31-05-2017,"28,843","28,705","28,880","28,643",5.62,0.35%
30-05-2017,"28,741","28,949","28,986","28,712",8.65,-0.55%
29-05-2017,"28,900","28,870","28,941","28,832",4.76,0.04%
26-05-2017,"28,888","28,715","28,904","28,705",8.63,0.79%
25-05-2017,"28,661","28,750","28,765","28,630",7.82,-0.18%
24-05-2017,"28,713","28,750","28,760","28,645",8.03,-0.34%
23-05-2017,"28,811","28,850","28,935","28,755",10.16,0.09%
22-05-2017,"28,785","28,593","28,800","28,564",8.15,0.52%
19-05-2017,"28,635","28,647","28,785","28,530",9.63,-0.24%
18-05-2017,"28,705","28,650","29,004","28,567",17.26,0.30%
17-05-2017,"28,619","28,150","28,645","28,150",12.48,1.87%
16-05-2017,"28,094","28,020","28,135","28,020",7.84,0.36%
15-05-2017,"27,992","28,024","28,142","27,982",9.57,-0.05%
12-05-2017,"28,005","28,008","28,129","27,972",7.93,0.00%
11-05-2017,"28,004","27,984","28,093","27,932",8.9,0.03%
10-05-2017,"27,996","28,086","28,145","27,970",7.4,0.09%
09-05-2017,"27,971","28,141","28,174","27,951",10.88,-0.43%
08-05-2017,"28,091","28,118","28,237","28,071",7.87,0.07%
05-05-2017,"28,072","28,140","28,250","28,055",9.84,0.00%
04-05-2017,"28,072","28,371","28,371","28,020",11.1,-1.40%
03-05-2017,"28,472","28,572","28,597","28,405",8.52,-0.38%
02-05-2017,"28,582","28,620","28,646","28,554",7.28,-0.25%
01-05-2017,"28,653","28,777","28,894","28,636",5.32,-0.76%
28-04-2017,"28,873","28,813","28,897","28,790",6.49,0.36%
27-04-2017,"28,769","28,789","28,817","28,703",7.7,0.17%
26-04-2017,"28,719","28,753","28,821","28,660",9.21,-0.33%
25-04-2017,"28,814","29,070","29,070","28,765",10.43,-1.09%
24-04-2017,"29,131","29,250","29,250","28,960",11.02,-0.98%
21-04-2017,"29,418","29,273","29,447","29,223",8.15,0.42%
20-04-2017,"29,295","29,254","29,342","29,203",8.58,-0.03%
19-04-2017,"29,305","29,414","29,414","29,201",9.08,-0.71%
18-04-2017,"29,514","29,401","29,539","29,252",11.9,0.29%
17-04-2017,"29,430","29,450","29,483","29,370",9.12,0.07%
13-04-2017,"29,409","29,300","29,433","29,281",9.28,0.62%
12-04-2017,"29,229","29,216","29,297","29,167",9.08,0.12%
11-04-2017,"29,193","28,840","29,229","28,765",12.36,1.58%
10-04-2017,"28,739","28,682","28,800","28,621",8.04,0.19%
07-04-2017,"28,684","28,884","29,000","28,661",12.23,-0.13%
06-04-2017,"28,721","28,935","28,950","28,701",8.22,0.15%
05-04-2017,"28,677","28,860","28,890","28,635",0.3,-0.64%
04-04-2017,"28,862","28,820","28,963","28,816",0.27,0.56%
03-04-2017,"28,702","28,420","28,734","28,404",0.86,0.84%
31-03-2017,"28,463","28,460","28,527","28,420",4.87,-0.28%
30-03-2017,"28,542","28,695","28,720","28,501",6.6,-0.56%
29-03-2017,"28,703","28,751","28,751","28,626",7.5,-0.50%
28-03-2017,"28,848","28,799","28,892","28,760",7.43,0.14%
27-03-2017,"28,807","28,870","28,938","28,762",6.51,0.05%
24-03-2017,"28,793","28,763","28,828","28,703",6.5,-0.02%
23-03-2017,"28,800","28,819","28,948","28,750",9.69,-0.29%
22-03-2017,"28,885","28,811","28,929","28,803",9.95,0.12%
21-03-2017,"28,851","28,450","28,881","28,392",11.76,1.21%
20-03-2017,"28,505","28,550","28,599","28,490",6.77,-0.01%
17-03-2017,"28,509","28,390","28,530","28,390",6.42,0.34%
16-03-2017,"28,411","28,325","28,540","28,325",11.38,1.52%
15-03-2017,"27,985","28,054","28,054","27,907",8.24,-0.32%
14-03-2017,"28,076","28,250","28,279","28,055",8.09,-0.62%
13-03-2017,"28,251","28,420","28,420","28,210",3.19,-0.41%
10-03-2017,"28,366","28,350","28,464","28,251",9.45,-0.28%
09-03-2017,"28,446","28,550","28,597","28,402",10.13,-0.64%
08-03-2017,"28,629","28,774","28,775","28,581",9.22,-0.42%
07-03-2017,"28,751","28,941","28,949","28,721",9.6,-0.67%
06-03-2017,"28,945","29,100","29,189","28,923",8.14,-0.26%
03-03-2017,"29,020","29,168","29,200","28,952",10.01,-0.51%
02-03-2017,"29,170","29,419","29,422","29,143",10.54,-0.88%
01-03-2017,"29,428","29,451","29,453","29,266",9.95,-0.47%
28-02-2017,"29,566","29,650","29,650","29,500",8.86,-0.48%
27-02-2017,"29,710","29,587","29,785","29,541",8.17,0.29%
24-02-2017,"29,623","29,550","29,649","29,511",5.16,0.58%
23-02-2017,"29,451","29,252","29,468","29,215",10.19,0.83%
22-02-2017,"29,208","29,240","29,345","29,174",8.99,-0.32%
21-02-2017,"29,301","29,202","29,330","29,075",11.43,-0.01%
20-02-2017,"29,303","29,251","29,325","29,195",5.92,-0.19%
17-02-2017,"29,360","29,347","29,449","29,302",9.01,-0.19%
16-02-2017,"29,416","29,195","29,485","29,182",10.9,0.94%
15-02-2017,"29,143","29,063","29,170","28,872",10.92,0.49%
14-02-2017,"29,001","29,050","29,173","28,953",10.3,-0.07%
13-02-2017,"29,021","29,120","29,166","28,941",7.19,-0.52%
10-02-2017,"29,173","29,016","29,204","28,925",9.47,0.29%
09-02-2017,"29,089","29,338","29,388","29,057",13,-0.82%
08-02-2017,"29,330","29,311","29,414","29,241",9.7,-0.01%
07-02-2017,"29,332","29,250","29,348","29,180",10.04,0.48%
06-02-2017,"29,193","28,950","29,220","28,950",9.83,0.79%
03-02-2017,"28,964","29,025","29,099","28,860",0.08,-0.06%
02-02-2017,"28,981","29,065","29,257","28,875",0.29,0.38%
01-02-2017,"28,870","28,873","29,105","28,800",1.89,-0.25%
31-01-2017,"28,942","28,570","28,990","28,570",6.73,1.47%
30-01-2017,"28,524","28,384","28,560","28,336",7.72,0.60%
27-01-2017,"28,353","28,250","28,383","28,085",8.51,-0.11%
25-01-2017,"28,385","28,650","28,650","28,357",8.41,-1.18%
24-01-2017,"28,725","28,801","28,801","28,700",6.17,-0.27%
23-01-2017,"28,803","28,650","28,857","28,650",8.91,0.62%
20-01-2017,"28,625","28,649","28,696","28,533",7.95,0.34%
19-01-2017,"28,528","28,646","28,646","28,460",8.97,-0.91%
18-01-2017,"28,791","28,738","28,825","28,675",7.07,0.18%
17-01-2017,"28,738","28,580","28,776","28,571",9.58,0.73%
16-01-2017,"28,529","28,450","28,607","28,450",5.16,0.53%
13-01-2017,"28,380","28,360","28,440","28,240",7.98,-0.05%
12-01-2017,"28,393","28,350","28,520","28,337",9.73,0.33%
11-01-2017,"28,300","28,158","28,345","28,082",10.24,0.55%
10-01-2017,"28,144","28,020","28,260","28,009",8.34,0.33%
09-01-2017,"28,051","27,915","28,080","27,841",6.61,0.59%
06-01-2017,"27,887","27,892","27,983","27,825",7.96,-0.22%
05-01-2017,"27,948","27,800","27,978","27,785",9.43,0.96%
04-01-2017,"27,682","27,685","27,815","27,657",7.11,-0.35%
03-01-2017,"27,778","27,568","27,823","27,450",10.7,0.75%
02-01-2017,"27,570","27,401","27,600","27,401",2.51,0.46%
30-12-2016,"27,445","27,591","27,634","27,421",6.15,-0.42%
29-12-2016,"27,562","27,350","27,589","27,320",6.92,0.96%
28-12-2016,"27,300","27,238","27,347","27,200",5.06,0.48%
27-12-2016,"27,170","27,120","27,419","27,061",7.29,0.49%
26-12-2016,"27,037","27,004","27,068","26,916",1.6,0.16%
23-12-2016,"26,994","26,995","27,042","26,910",4.07,0.10%
22-12-2016,"26,968","26,980","27,080","26,862",6.94,-0.08%
21-12-2016,"26,990","27,143","27,207","26,972",7.3,-0.52%
20-12-2016,"27,130","27,180","27,194","27,015",7.32,-0.48%
19-12-2016,"27,260","27,190","27,280","27,168",4.84,0.35%
16-12-2016,"27,164","27,043","27,266","26,972",8.49,0.54%
15-12-2016,"27,019","27,401","27,401","26,901",10.61,-2.06%
14-12-2016,"27,587","27,594","27,685","27,562",5.09,0.19%
13-12-2016,"27,535","27,635","27,648","27,475",5.38,-0.47%
12-12-2016,"27,666","27,500","27,682","27,415",4.57,0.33%
09-12-2016,"27,576","27,750","27,796","27,531",7.01,-0.72%
08-12-2016,"27,777","27,911","27,923","27,750",6.02,-0.48%
07-12-2016,"27,911","27,856","28,025","27,810",6.89,0.30%
06-12-2016,"27,827","28,002","28,055","27,810",5.88,-1.55%
05-12-2016,"28,266","28,300","28,525","28,116",0.17,-0.57%
02-12-2016,"28,427","28,200","28,490","28,180",0.24,1.82%
01-12-2016,"27,920","28,400","28,400","27,881",0.89,-1.64%
30-11-2016,"28,385","28,740","28,740","28,338",6.64,-1.31%
29-11-2016,"28,762","28,754","28,800","28,582",6.32,0.09%
28-11-2016,"28,736","28,702","28,872","28,625",6.55,0.48%
25-11-2016,"28,598","28,553","28,693","28,374",10.06,-0.51%
24-11-2016,"28,746","28,743","28,790","28,630",6.06,-0.29%
